"@timestamp",message,"tote_id","location_id"
"May 10, 2023 @ 09:12:22.751","Tote 880000491705 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",880000491705,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:12:20.872","Tote 770000599588 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",770000599588,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:12:18.516","Tote 880000400931 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",880000400931,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:12:17.402","Tote 880000490257 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",880000490257,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:12:16.390","Tote 880000416084 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",880000416084,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:12:14.780","Tote 770000617204 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",770000617204,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:12:14.178","Tote ???????????? arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder","????????????","Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:12:13.193","Tote 770000545659 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",770000545659,"Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:12:12.208","Tote 880000401686 arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder",880000401686,"Divert_SPS03_HighwayFeeder"
"May 10, 2023 @ 09:12:11.956","Tote 770000570180 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",770000570180,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:12:11.739","Tote ???????????? arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder","????????????","Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:12:11.365","Tote 770000102636 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",770000102636,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:12:10.719","Tote 880000470077 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",880000470077,"Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:12:10.200","Tote 770000564641 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",770000564641,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:12:09.784","Tote 770000100618 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",770000100618,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:12:09.302","Tote 770000505967 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",770000505967,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:12:08.897","Tote 880000469727 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",880000469727,"Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:12:08.371","Tote 880000439008 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",880000439008,"Divert_SPS01_HighwayFeeder"
"May 10, 2023 @ 09:12:08.361","Tote 880000402923 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",880000402923,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:12:07.798","Tote 880000429419 arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder",880000429419,"Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:12:07.493","Tote 770000577565 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",770000577565,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:12:07.287","Tote 880000473557 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",880000473557,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:12:07.220","Tote 770000523248 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",770000523248,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:12:06.226","Tote 770000538087 arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder",770000538087,"Divert_SPS03_HighwayFeeder"
"May 10, 2023 @ 09:12:06.125","Tote 770000605749 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",770000605749,"Divert_SPS01_HighwayFeeder"
"May 10, 2023 @ 09:12:05.447","Tote 880000450007 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",880000450007,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:12:05.334","Tote 770000616055 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",770000616055,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:12:04.582","Tote 880000400931 arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder",880000400931,"Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:12:04.486","Tote 770000515531 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",770000515531,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:12:03.637","Tote 770000551898 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",770000551898,"Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:12:03.283","Tote 880000412279 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",880000412279,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:12:02.949","Tote 880000491494 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",880000491494,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:12:02.949","Tote 770000567988 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",770000567988,"Divert_SPS01_HighwayFeeder"
"May 10, 2023 @ 09:12:02.108","Tote 880000416084 arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder",880000416084,"Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:12:01.865","Tote 770000573681 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",770000573681,"Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:12:01.518","Tote 880000427775 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",880000427775,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:12:01.452","Tote 770000616087 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",770000616087,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:12:00.921","Tote 770000612765 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",770000612765,"Divert_SPS01_HighwayFeeder"
"May 10, 2023 @ 09:12:00.757","Tote 770000606505 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",770000606505,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:12:00.313","Tote 770000605318 arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder",770000605318,"Divert_SPS03_HighwayFeeder"
"May 10, 2023 @ 09:11:59.944","Tote 880000417469 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",880000417469,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:11:59.797","Tote ???????????? arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder","????????????","Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:11:59.259","Tote 880000477297 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",880000477297,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:58.850","Tote 880000448527 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",880000448527,"Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:11:58.820","Tote 880000401686 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",880000401686,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:11:58.769","Tote 880000455147 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",880000455147,"Divert_SPS01_HighwayFeeder"
"May 10, 2023 @ 09:11:58.434","Tote 880000464627 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",880000464627,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:11:57.921","Tote 770000570180 arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder",770000570180,"Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:11:56.995","Tote ???????????? arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder","????????????","Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:56.745","Tote 880000421594 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",880000421594,"Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:11:56.567","Tote 770000583513 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",770000583513,"Divert_SPS01_HighwayFeeder"
"May 10, 2023 @ 09:11:56.143","Tote 770000545659 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",770000545659,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:11:55.131","Tote 770000102636 arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder",770000102636,"Divert_SPS03_HighwayFeeder"
"May 10, 2023 @ 09:11:54.919","Tote 770000558362 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",770000558362,"Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:11:54.710","Tote ???????????? arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder","????????????","Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:54.083","Tote 880000439008 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",880000439008,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:11:54.038","Tote 880000470077 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",880000470077,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:11:53.097","Tote 770000538087 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",770000538087,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:11:52.920","Tote 880000405834 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",880000405834,"Divert_SPS01_HighwayFeeder"
"May 10, 2023 @ 09:11:52.843","Tote 770000505967 arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder",770000505967,"Divert_SPS03_HighwayFeeder"
"May 10, 2023 @ 09:11:52.028","Tote 770000605749 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",770000605749,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:11:51.961","Tote 770000577565 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",770000577565,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:51.849","Tote 770000520595 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",770000520595,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:11:51.464","Tote 880000450007 arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder",880000450007,"Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:11:50.666","Tote 880000456887 arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder",880000456887,"Divert_SPS03_HighwayFeeder"
"May 10, 2023 @ 09:11:50.583","Tote 880000448747 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",880000448747,"Divert_SPS01_HighwayFeeder"
"May 10, 2023 @ 09:11:50.288","Tote 770000554149 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",770000554149,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:11:49.841","Tote 770000616055 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",770000616055,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:49.691","Tote 770000529979 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",770000529979,"Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:11:49.476","Tote 770000599588 arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder",770000599588,"Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:11:48.612","Tote 770000567988 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",770000567988,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:11:47.861","Tote 880000412279 arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder",880000412279,"Divert_SPS03_HighwayFeeder"
"May 10, 2023 @ 09:11:47.715","Tote 880000429741 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",880000429741,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:11:47.463","Tote 880000491494 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",880000491494,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:47.264","Tote 770000508201 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",770000508201,"Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:11:47.242","Tote 770000605318 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",770000605318,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:11:47.077","Tote 770000616087 arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder",770000616087,"Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:11:46.466","Tote 770000612765 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",770000612765,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:11:45.879","Tote 880000444707 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",880000444707,"Divert_SPS01_HighwayFeeder"
"May 10, 2023 @ 09:11:45.531","Tote 770000606505 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",770000606505,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:45.129","Tote 880000469727 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",880000469727,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:11:44.822","Tote 880000477297 arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder",880000477297,"Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:11:44.810","Tote ???????????? arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder","????????????","Divert_SPS03_HighwayFeeder"
"May 10, 2023 @ 09:11:44.548","Tote 880000455147 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",880000455147,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:11:43.762","Tote 770000504908 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",770000504908,"Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:11:43.320","Tote 880000464627 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",880000464627,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:43.319","Tote 880000455797 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",880000455797,"Divert_SPS01_HighwayFeeder"
"May 10, 2023 @ 09:11:42.705","Tote ???????????? arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder","????????????","Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:11:42.631","Tote 770000530920 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",770000530920,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:11:42.505","Tote 770000583513 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",770000583513,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:11:42.085","Tote 770000102636 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",770000102636,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:11:41.336","Tote 880000491463 arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder",880000491463,"Divert_SPS03_HighwayFeeder"
"May 10, 2023 @ 09:11:41.095","Tote 770000545659 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",770000545659,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:40.763","Tote 770000100618 arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder",770000100618,"Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:11:40.460","Tote 880000448527 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",880000448527,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:11:40.326","Tote 770000211178 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",770000211178,"Divert_SPS01_HighwayFeeder"
"May 10, 2023 @ 09:11:39.556","Tote 770000563418 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",770000563418,"Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:11:39.425","Tote 770000505967 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",770000505967,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:11:38.902","Tote 880000470077 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",880000470077,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:38.650","Tote 880000402923 arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder",880000402923,"Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:11:38.602","Tote 880000405834 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",880000405834,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:11:38.317","Tote 880000421594 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",880000421594,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:11:37.332","Tote 880000456887 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",880000456887,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:11:36.745","Tote 770000520595 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",770000520595,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:36.357","Tote 880000448747 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",880000448747,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:11:35.889","Tote 770000558362 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",770000558362,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:11:35.887","Tote 880000469577 arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder",880000469577,"Divert_SPS03_HighwayFeeder"
"May 10, 2023 @ 09:11:34.759","Tote 880000412279 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",880000412279,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:11:34.693","Tote 880000429741 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",880000429741,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:34.466","Tote 880000485617 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",880000485617,"Divert_SPS01_HighwayFeeder"
"May 10, 2023 @ 09:11:34.281","Tote 880000402803 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",880000402803,"Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:11:33.712","Tote 770000610533 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",770000610533,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:11:32.521","Tote 880000464387 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",880000464387,"Divert_SPS01_HighwayFeeder"
"May 10, 2023 @ 09:11:32.340","Tote 770000577565 arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder",770000577565,"Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:11:32.330","Tote 880000413078 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",880000413078,"Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:11:32.074","Tote 880000469727 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",880000469727,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:31.974","Tote 770000567988 arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder",770000567988,"Divert_SPS03_HighwayFeeder"
"May 10, 2023 @ 09:11:31.689","Tote ???????????? arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder","????????????","Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:11:31.654","Tote 880000444707 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",880000444707,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:11:30.998","Tote 770000551898 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",770000551898,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:11:30.500","Tote 880000476547 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",880000476547,"Divert_SPS01_HighwayFeeder"
"May 10, 2023 @ 09:11:30.310","Tote 770000606505 arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder",770000606505,"Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:11:29.668","Tote 770000530920 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",770000530920,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:29.218","Tote 880000455797 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",880000455797,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:11:29.068","Tote 770000612765 arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder",770000612765,"Divert_SPS03_HighwayFeeder"
"May 10, 2023 @ 09:11:29.057","Tote ???????????? arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder","????????????","Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:11:28.145","Tote 880000491463 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",880000491463,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:11:27.477","Tote 880000448527 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",880000448527,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:27.465","Tote 770000573681 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",770000573681,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:11:26.710","Tote ???????????? arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder","????????????","Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:11:26.709","Tote ???????????? arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder","????????????","Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:11:26.357","Tote 770000518220 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",770000518220,"Divert_SPS01_HighwayFeeder"
"May 10, 2023 @ 09:11:26.316","Tote 880000455147 arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder",880000455147,"Divert_SPS03_HighwayFeeder"
"May 10, 2023 @ 09:11:26.088","Tote 770000211178 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",770000211178,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:11:25.654","Tote 770000506388 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",770000506388,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:11:25.280","Tote 880000421594 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",880000421594,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:24.485","Tote 770000566630 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",770000566630,"Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:11:24.484","Tote 770000545659 arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder",770000545659,"Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:11:23.412","Tote 880000405834 arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder",880000405834,"Divert_SPS03_HighwayFeeder"
"May 10, 2023 @ 09:11:23.015","Tote 770000558362 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",770000558362,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:22.693","Tote 770000519613 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",770000519613,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:11:22.628","Tote 880000469577 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",880000469577,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:11:22.329","Tote 880000470077 arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder",880000470077,"Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:11:22.046","Tote 770000567505 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",770000567505,"Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:11:21.323","Tote 770000545681 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",770000545681,"Divert_SPS01_HighwayFeeder"
"May 10, 2023 @ 09:11:20.821","Tote 770000610533 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",770000610533,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:20.453","Tote 770000529979 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",770000529979,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:11:20.221","Tote 880000448747 arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder",880000448747,"Divert_SPS03_HighwayFeeder"
"May 10, 2023 @ 09:11:20.153","Tote 880000485617 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",880000485617,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:11:19.960","Tote 770000520595 arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder",770000520595,"Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:11:19.874","Tote 770000617281 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",770000617281,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:11:19.556","Tote 880000430358 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",880000430358,"Divert_SPS07_HighwayFeeder"
"May 10, 2023 @ 09:11:19.098","Tote 770000556591 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",770000556591,"Divert_SPS01_HighwayFeeder"
"May 10, 2023 @ 09:11:18.372","Tote 770000504908 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",770000504908,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:11:18.308","Tote 880000464387 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",880000464387,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:11:18.154","Tote 770000551898 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",770000551898,"Divert_SPS09_HighwayFeeder"
"May 10, 2023 @ 09:11:17.895","Tote 880000429741 arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder",880000429741,"Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:11:17.895","Tote 770000570523 arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder",770000570523,"Divert_SPS03_HighwayFeeder"
"May 10, 2023 @ 09:11:16.845","Tote 770000567988 arrived at autoshuttle divert: Divert_SPS04_HighwayFeeder",770000567988,"Divert_SPS04_HighwayFeeder"
"May 10, 2023 @ 09:11:16.352","Tote 880000476547 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",880000476547,"Divert_SPS02_HighwayFeeder"
"May 10, 2023 @ 09:11:16.193","Tote 770000508201 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",770000508201,"Divert_SPS08_HighwayFeeder"
"May 10, 2023 @ 09:11:15.650","Tote 770000530920 arrived at autoshuttle divert: Divert_SPS10_HighwayFeeder",770000530920,"Divert_SPS10_HighwayFeeder"
"May 10, 2023 @ 09:11:15.498","Tote 880000444707 arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder",880000444707,"Divert_SPS03_HighwayFeeder"
"May 10, 2023 @ 09:11:15.469","Tote 880000408545 arrived at autoshuttle divert: Divert_SPS07_HighwayFeeder",880000408545,"Divert_SPS07_HighwayFeeder"
