"@timestamp",message,"tote_id","location_id"
"Nov 16, 2022 @ 14:55:48.722","Tote 880000413045 arrived at autoshuttle divert: Divert_SPS02_HighwayFeeder",880000413045,"Divert_SPS02_HighwayFeeder"
"Nov 16, 2022 @ 14:55:48.067","Tote 880000415258 arrived at discharge point: Divert_ToteLoop_Discharge2",880000415258,"Divert_ToteLoop_Discharge2"
"Nov 16, 2022 @ 14:55:47.506","Tote 880000412526 arrived at interchange point: Divert_ToteLoop_Recirc1",880000412526,"Divert_ToteLoop_Recirc1"
"Nov 16, 2022 @ 14:55:46.852","Tote 880000441207 arrived at discharge point: Divert_ToteLoop_Discharge1",880000441207,"Divert_ToteLoop_Discharge1"
"Nov 16, 2022 @ 14:55:46.824","Tote 880000407281 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",880000407281,"Divert_SPS09_HighwayFeeder"
"Nov 16, 2022 @ 14:55:46.691","Tote 880000442877 arrived at autoshuttle divert: Divert_SPS08_HighwayFeeder",880000442877,"Divert_SPS08_HighwayFeeder"
"Nov 16, 2022 @ 14:55:45.223","Tote 880000418709 arrived at autoshuttle divert: Divert_SPS01_HighwayFeeder",880000418709,"Divert_SPS01_HighwayFeeder"
"Nov 16, 2022 @ 14:55:44.988","Tote 770000569264 arrived at discharge point: Divert_ToteLoop_Discharge2",770000569264,"Divert_ToteLoop_Discharge2"
"Nov 16, 2022 @ 14:55:44.431","Tote 770000509129 arrived at autoshuttle divert: Divert_SPS09_HighwayFeeder",770000509129,"Divert_SPS09_HighwayFeeder"
"Nov 16, 2022 @ 14:55:43.813","Tote 880000482537 arrived at interchange point: Divert_ToteLoop_Recirc5",880000482537,"Divert_ToteLoop_Recirc5"
"Nov 16, 2022 @ 14:55:43.090","Tote 880000491132 arrived at interchange point: Divert_ToteLoop_Recirc1",880000491132,"Divert_ToteLoop_Recirc1"
"Nov 16, 2022 @ 14:55:42.930","Tote 880000430285 arrived at autoshuttle divert: Divert_SPS05_HighwayFeeder",880000430285,"Divert_SPS05_HighwayFeeder"
"Nov 16, 2022 @ 14:55:42.660","Tote 880000415323 arrived at discharge point: Divert_ToteLoop_Discharge1",880000415323,"Divert_ToteLoop_Discharge1"
"Nov 16, 2022 @ 14:55:41.849","Tote 880000472367 arrived at autoshuttle divert: Divert_SPS03_HighwayFeeder",880000472367,"Divert_SPS03_HighwayFeeder"
"Nov 16, 2022 @ 14:55:41.472","Tote 770000552863 arrived at discharge point: Divert_ToteLoop_Discharge2",770000552863,"Divert_ToteLoop_Discharge2"
