@timestamp,message,system_name
"May 5, 2023 @ 13:10:14.721",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc1,-
"May 5, 2023 @ 13:10:14.720",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc1,-
"May 5, 2023 @ 13:09:08.397",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS01_HighwayFeeder,sps01
"May 5, 2023 @ 13:08:48.748",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS02_HighwayFeeder,sps02
"May 5, 2023 @ 13:08:36.825",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 13:08:36.825",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 13:08:26.888",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS03_HighwayFeeder,sps03
"May 5, 2023 @ 13:08:03.498",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS04_HighwayFeeder,sps04
"May 5, 2023 @ 13:07:44.265",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS05_HighwayFeeder,sps05
"May 5, 2023 @ 13:07:24.092",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 13:07:24.092",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 13:06:32.243",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc1,-
"May 5, 2023 @ 13:06:32.242",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc1,-
"May 5, 2023 @ 13:05:35.497",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS01_HighwayFeeder,sps01
"May 5, 2023 @ 13:05:21.035",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS02_HighwayFeeder,sps02
"May 5, 2023 @ 13:05:09.126",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 13:05:09.126",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 13:04:52.384",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS04_HighwayFeeder,sps04
"May 5, 2023 @ 13:04:38.357",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS05_HighwayFeeder,sps05
"May 5, 2023 @ 13:04:28.825",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 13:04:28.825",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 13:03:38.750",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 13:03:38.749",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 13:03:22.352",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS04_HighwayFeeder,sps04
"May 5, 2023 @ 13:03:08.394",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS05_HighwayFeeder,sps05
"May 5, 2023 @ 13:02:58.311",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 13:02:58.310",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 13:02:08.356",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 13:02:08.356",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 13:01:46.630",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS04_HighwayFeeder,sps04
"May 5, 2023 @ 13:01:32.486",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS05_HighwayFeeder,sps05
"May 5, 2023 @ 13:01:12.199",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 13:01:12.198",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 13:00:20.639",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 13:00:20.639",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 13:00:04.187",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS04_HighwayFeeder,sps04
"May 5, 2023 @ 12:59:50.205",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS05_HighwayFeeder,sps05
"May 5, 2023 @ 12:59:40.913",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 12:59:40.913",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 12:58:46.424",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 12:58:46.424",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 12:58:29.672",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS04_HighwayFeeder,sps04
"May 5, 2023 @ 12:58:15.292",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS05_HighwayFeeder,sps05
"May 5, 2023 @ 12:58:06.101",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 12:58:06.101",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 12:57:16.272",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 12:57:16.271",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 12:56:59.378",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS04_HighwayFeeder,sps04
"May 5, 2023 @ 12:56:45.248",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS05_HighwayFeeder,sps05
"May 5, 2023 @ 12:56:28.820",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 12:56:28.820",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 12:55:39.887",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 12:55:39.886",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 12:55:23.333",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS04_HighwayFeeder,sps04
"May 5, 2023 @ 12:55:09.353",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS05_HighwayFeeder,sps05
"May 5, 2023 @ 12:55:00.276",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 12:55:00.276",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 12:54:11.167",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 12:54:11.166",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 12:53:54.346",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS04_HighwayFeeder,sps04
"May 5, 2023 @ 12:53:40.271",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS05_HighwayFeeder,sps05
"May 5, 2023 @ 12:53:29.517",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 12:53:29.516",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 12:52:38.859",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc1,-
"May 5, 2023 @ 12:52:38.859",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc1,-
"May 5, 2023 @ 12:51:30.003",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS01_HighwayFeeder,sps01
"May 5, 2023 @ 12:51:15.552",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS02_HighwayFeeder,sps02
"May 5, 2023 @ 12:51:00.687",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 12:51:00.687",reason for wakeup: Divert decision (True) for 880000436682 @ Divert_ToteLoop_Recirc6,-
"May 5, 2023 @ 12:50:44.140",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS04_HighwayFeeder,sps04
"May 5, 2023 @ 12:50:30.103",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS05_HighwayFeeder,sps05
"May 5, 2023 @ 12:50:19.241",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 12:50:19.240",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc2,-
"May 5, 2023 @ 12:49:31.403",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc1,-
"May 5, 2023 @ 12:49:31.401",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_ToteLoop_Recirc1,-
"May 5, 2023 @ 12:48:30.331",reason for wakeup: Divert decision (False) for 880000436682 @ Divert_SPS01_HighwayFeeder,sps01
